Target,Uniprot,Multiplicity
P56817_2xfj,P56817,3
A5K1A2_4cae,A5K1A2,1
P04789_2v2c,P04789,1
Q9UZ14_4rrq,Q9UZ14,2
Q9NWZ3_4ztl,Q9NWZ3,1
P33316_3arn,P33316,3
P06737_1exv,P06737,10
P00749_2vip,P00749,3
P56817_4rrn,P56817,3
P08631_3vry,P08631,1
Q9UZ14_3pd3,Q9UZ14,2
Q9NWZ3_5kx8,Q9NWZ3,2
Q16658_6i16,Q16658,1
O14757_2wmw,O14757,2
P56817_3rtn,P56817,3
P26663_3d28,P26663,3
P08235_3vhv,P08235,1
P00918_3s71,P00918,9
P00918_3ibn,P00918,3
P49137_3kc3,P49137,2
Q13133_3ips,Q13133,1
P00918_5nxw,P00918,3
P00918_3t85,P00918,3
P00918_4zwy,P00918,3
Q9H2K2_4hlf,Q9H2K2,2
P22303_6cqz,P22303,4
Q9H2K2_4ui5,Q9H2K2,2
P26663_4eo8,P26663,3
Q08499_5wh5,Q08499,3
P56817_3s2o,P56817,3
Q9NTG7_4jt8,Q9NTG7,1
O76083_3k3h,O76083,1
P33981_5mrb,P33981,1
P54760_2vww,P54760,1
Q9BZ95_6g2e,Q9BZ95,1
O96935_6eaa,O96935,1
Q9UBN7_6cee,Q9UBN7,1
P55055_4dk7,P55055,1
P56817_3duy,P56817,3
P26281_4m5j,P26281,1
P34913_3pdc,P34913,1
O96935_4zw8,O96935,1
P56817_3l38,P56817,3
P05413_4tkb,P05413,4
P14174_3wns,P14174,3
O60674_3tjd,O60674,2
P00722_3vdb,P00722,1
P60472_3sgx,P60472,1
P53582_5yr4,P53582,1
P00742_2j34,P00742,2
P32890_1pzi,P32890,2
P22102_4zyy,P22102,1
P16404_1ax0,P16404,1
O00408_5tzw,O00408,1
P28720_3ge7,P28720,3
P12694_1v11,P12694,1
O75164_5f2s,O75164,2
P56817_6jse,P56817,3
Q7NX84_2bv4,Q7NX84,2
P24941_2vta,P24941,2
P00742_2y82,P00742,2
Q9L5C8_4de3,Q9L5C8,1
P02766_3cfn,P02766,1
Q9H2K2_4ufy,Q9H2K2,2
P24941_1h01,P24941,3
P08191_4xo8,P08191,1
Q00987_4jv9,Q00987,1
Q92793_5i89,Q92793,2
P08709_5tqf,P08709,1
Q16539_3dt1,Q16539,4
P52333_4qps,P52333,2
Q56310_1i5d,Q56310,1
P28482_6g9h,P28482,4
P0C6W3_4yoj,P0C6W3,2
P11444_1mns,P11444,1
P43889_4kql,P43889,1
P43405_4rx7,P43405,1
P56740_1rs4,P56740,1
P00918_1zge,P00918,3
P56273_4j7e,P56273,1
P00742_3sw2,P00742,2
P04058_1qti,P04058,1
P02766_3p3t,P02766,1
Q08881_4ppb,Q08881,1
P03366_3nu3,P03366,1
O95819_4u43,O95819,2
P0DOX7_3ob0,P0DOX7,1
B3PEE6_5npd,B3PEE6,1
Q05127_4ibe,Q05127,1
D3KVM3_5gn6,D3KVM3,3
P04058_6ezh,P04058,8
P18031_1onz,P18031,11
P02791_3f37,P02791,1
O43451_3l4v,O43451,1
O96013_5xva,O96013,1
Q00987_5law,Q00987,2
P60953_1a4r,P60953,2
O60674_4gmy,O60674,2
Q81R22_3fl9,Q81R22,1
P0AE18_2ggb,P0AE18,1
P03367_3ckt,P03367,2
P0A6I6_6ccs,P0A6I6,1
P55042_3q72,P55042,1
P63820_4nat,P63820,3
P03437_1hgj,P03437,10
P97612_3ppm,P97612,1
P04585_1qbu,P04585,1
P08581_4iwd,P08581,1
Q9HBH9_6ck6,Q9HBH9,1
P00760_1pph,P00760,2
P22102_4zyw,P22102,1
Q9GK12_3ogx,Q9GK12,1
F0V9W9_4mxa,F0V9W9,1
P61964_6pg4,P61964,2
P48736_3oaw,P48736,1
P04637_4agp,P04637,10
P00533_5j9z,P00533,1
C3W5S3_3ti3,C3W5S3,4
Q07343_3ly2,Q07343,1
P37231_2i4j,P37231,2
A3FQ16_3mwu,A3FQ16,1
Q9H2K2_4tju,Q9H2K2,2
O43353_6es0,O43353,1
C7BLE4_5mxf,C7BLE4,1
Q8II92_2y8c,Q8II92,3
P08311_1t32,P08311,2
Q13153_4zlo,Q13153,1
P09874_4hhy,P09874,1
O00408_6c7i,O00408,1
Q99683_6oyt,Q99683,1
P00918_4q83,P00918,3
Q61420_6oh2,Q61420,1
P00915_2nmx,P00915,1
P49137_3wi6,P49137,2
P09960_3b7r,P09960,1
P00742_1lqd,P00742,2
Q99683_5uor,Q99683,1
P00918_4zwz,P00918,3
P08581_5eyc,P08581,1
P00918_1i9n,P00918,3
P56817_2va6,P56817,1
P96856_5cxi,P96856,1
Q7N561_5ofx,Q7N561,1
P60472_4h3a,P60472,1
P56817_4ybi,P56817,3
Q10714_4ca7,Q10714,3
P37231_3fur,P37231,2
P39900_3f18,P39900,1
P04058_1dx6,P04058,8
P18654_4gue,P18654,1
P27487_3vjm,P27487,11
P15555_1mpl,P15555,1
P26663_3br9,P26663,3
O92972_4ju7,O92972,3
Q04609_5d29,Q04609,5
P19491_3h03,P19491,2
P0C6W3_4yog,P0C6W3,2
O35820_4p5d,O35820,2
O14965_3up7,O14965,3
O00214_3ap4,O00214,1
P00953_1mau,P00953,1
P00517_2jds,P00517,1
P9WPQ5_6cvf,P9WPQ5,2
P07711_3h8c,P07711,2
P10828_1r6g,P10828,1
Q9H2K2_5zqo,Q9H2K2,2
Q9NWZ3_5uir,Q9NWZ3,2
P07900_3r4m,P07900,1
Q04609_3d7h,Q04609,5
Q08499_5wh6,Q08499,3
P07900_3eko,P07900,1
P27487_4jh0,P27487,1
O76074_1uho,O76074,2
P26276_2fkf,P26276,1
P24941_3qtw,P24941,2
C3W5S0_5wg9,C3W5S0,2
P18031_2f6z,P18031,11
P26281_4m5g,P26281,1
Q92793_6fqo,Q92793,2
O54438_4bnv,O54438,1
O09893_1c6y,O09893,1
P45452_3wv3,P45452,1
Q8N1Q1_5e2n,Q8N1Q1,1
O14965_2w1d,O14965,3
Q70I53_5g17,Q70I53,2
P35031_1utj,P35031,1
Q00960_6e7v,Q00960,9
P23470_3qck,P23470,1
Q16539_3c5u,Q16539,4
P10828_1nax,P10828,1
Q9WYE2_2zx7,Q9WYE2,1
O60885_5d24,O60885,1
O60885_4qr4,O60885,1
P0A731_1egh,P0A731,1
O60885_5d3h,O60885,1
O60341_4uvb,O60341,1
P09955_3wab,P09955,1
P31947_4dhr,P31947,4
Q83883_5wej,Q83883,1
P39900_3ehx,P39900,1
Q14680_5twz,Q14680,1
P01116_6gj7,P01116,1
Q9UM73_5aab,Q9UM73,1
P00918_3dd8,P00918,3
Q8IKG4_4y6s,Q8IKG4,1
Q15303_3bbt,Q15303,1
P00800_5n34,P00800,12
P00436_3pcn,P00436,3
P14780_5i12,P14780,1
Q00987_4zyc,Q00987,2
P56817_5kr8,P56817,3
Q9XEI3_1lq2,Q9XEI3,2
Q43965_5kbi,Q43965,1
P00749_5zaf,P00749,3
P43235_1nlj,P43235,1
Q9T0I8_2qtg,Q9T0I8,2
P09960_3fue,P09960,1
P52045_6n94,P52045,2
Q96PN6_4clp,Q96PN6,1
Q9UGL1_6h52,Q9UGL1,4
Q8IYT8_6qav,Q8IYT8,1
P0A884_1f4g,P0A884,2
Q0TR53_2wb5,Q0TR53,1
P00772_1inc,P00772,1
P0A6I6_6chl,P0A6I6,1
P14350_3oyl,P14350,1
P14207_4kn1,P14207,1
O60341_5lhi,O60341,1
P56221_4std,P56221,1
Q8TEK3_5drt,Q8TEK3,1
P35968_1y6a,P35968,1
P00742_3kqc,P00742,2
Q9H2K2_5nt0,Q9H2K2,2
O14757_2ym4,O14757,2
P24941_2c4g,P24941,3
Q13822_5m7m,Q13822,1
P56817_2ohu,P56817,3
P24941_3rpr,P24941,2
P37231_3ads,P37231,2
P00918_5flq,P00918,3
P03372_4mg9,P03372,1
Q8WQX9_6rfw,Q8WQX9,1
P56658_1ndy,P56658,1
Q26997_1qk4,Q26997,1
P28720_3gc5,P28720,3
P24941_2bts,P24941,2
P00760_1ppc,P00760,2
Q9H2K2_5al1,Q9H2K2,2
H3BCW1_6hh5,H3BCW1,1
P56273_4ipf,P56273,1
Q08881_4hct,Q08881,1
P06276_5nn0,P06276,12
P03372_2iok,P03372,1
P00517_2c1b,P00517,1
Q9R0G6_3v2n,Q9R0G6,2
Q00987_4oba,Q00987,2
Q8II92_3t60,Q8II92,3
Q08499_1y2d,Q08499,3
P43405_5c26,P43405,1
P27487_3g0c,P27487,11
P56817_4ivt,P56817,3
P07900_3bmy,P07900,1
Q57193_1eei,Q57193,2
P22455_6nvj,P22455,1
P56817_4ivs,P56817,3
A5K1A2_4a95,A5K1A2,1
P37231_2i4p,P37231,2
O14786_5jhk,O14786,1
P11021_5evz,P11021,1
Q839Z1_4hxw,Q839Z1,1
P09960_3fh8,P09960,1
O60885_4hby,O60885,1
P11309_3dcv,P11309,1
Q9Y233_4msc,Q9Y233,1
Q57986_2wjg,Q57986,1
P25098_5wg3,P25098,1
B1MDI3_6qqt,B1MDI3,2
P03369_3lzv,P03369,1
P19491_3tdj,P19491,3
P69834_4nan,P69834,1
P39900_6ela,P39900,1
P56817_3dv1,P56817,3
O92972_4j0a,O92972,3
P41148_6d1x,P41148,1
O60674_4iva,O60674,2
P34913_5akl,P34913,1
P00918_5u0f,P00918,3
P07900_3ow6,P07900,1
P14780_4wzv,P14780,1
P00772_1e34,P00772,1
Q9BZ95_6g2c,Q9BZ95,1
P30113_2c80,P30113,1
P18031_2f71,P18031,11
Q14680_4umq,Q14680,1
O57728_3i73,O57728,1
P00489_3l79,P00489,4
P00749_5zag,P00749,2
P26663_1nhv,P26663,3
P10275_1e3g,P10275,4
P00918_5ny6,P00918,3
P31947_4dhs,P31947,4
P00730_8cpa,P00730,1
P15328_4lrh,P15328,5
Q8IKG4_5jc1,Q8IKG4,1
O60674_5wev,O60674,2
P00797_2v0z,P00797,3
P61157_3ukr,P61157,3
P24941_3s2p,P24941,2
P43490_6peb,P43490,2
Q9GPQ4_2ff2,Q9GPQ4,1
P61823_4wyp,P61823,1
Q9Y233_6ijh,Q9Y233,1
P04637_5aoj,P04637,10
O00625_6n0k,O00625,1
Q9HYN5_2jdy,Q9HYN5,2
P35247_2ria,P35247,1
P07900_6eyb,P07900,1
P60472_4h2o,P60472,1
Q16539_3d7z,Q16539,4
Q13126_6dyz,Q13126,1
P53779_4w4y,P53779,1
P69834_2ycm,P69834,1
P11838_3wz8,P11838,5
A2E7Y6_2i4t,A2E7Y6,1
Q8WSF8_2y56,Q8WSF8,2
P11309_4bzn,P11309,1
P00742_2w26,P00742,2
Q13490_4mti,Q13490,1
P56817_4r95,P56817,3
P00798_2wec,P00798,1
P04584_1idb,P04584,1
P00533_5yu9,P00533,1
P00533_5cap,P00533,1
P56817_5hdz,P56817,3
P03366_4u8w,P03366,1
Q08881_4m0z,Q08881,1
O33853_2oyk,O33853,1
P0AES6_5l3j,P0AES6,2
P04637_5o1i,P04637,10
P29994_6mu1,P29994,2
O60885_5y8z,O60885,1
A9XG43_5dp7,A9XG43,1
P26281_1ru1,P26281,1
O00141_3hdn,O00141,1
Q9L5C8_4de1,Q9L5C8,1
O14757_4rvk,O14757,2
P98170_4kju,P98170,2
P08581_4xmo,P08581,1
Q16539_3mw1,Q16539,4
P00760_5mn1,P00760,2
Q8N884_5v8o,Q8N884,2
P33981_5nad,P33981,1
P24182_2w6n,P24182,2
P56817_3lhg,P56817,3
P07949_5amn,P07949,1
P56817_4frs,P56817,3
P54760_6fnj,P54760,1
Q07820_6b4l,Q07820,1
P39086_3fvn,P39086,1
P09467_4mjo,P09467,3
P23687_3eq8,P23687,1
P62508_6i61,P62508,1
P56817_4b77,P56817,3
P01116_6gj6,P01116,1
P35968_2oh4,P35968,1
P19492_3rt8,P19492,1
P00929_2cle,P00929,1
P18031_5ka1,P18031,11
B1MDL6_5o0a,B1MDL6,1
P00918_3myq,P00918,3
P04058_1w4l,P04058,8
Q9H8M2_5f25,Q9H8M2,1
P50213_5yvt,P50213,2
P53355_5auv,P53355,1
P52333_4hvh,P52333,2
P34913_5alf,P34913,1
P56373_5svk,P56373,1
O43353_5ar7,O43353,1
P26663_4b73,P26663,2
Q28175_4rsc,Q28175,1
P49773_5km3,P49773,2
P04637_5g4o,P04637,10
Q9H2K2_4hlg,Q9H2K2,2
P22455_6iuo,P22455,1
O60885_6czv,O60885,1
P56221_7std,P56221,1
P45452_5b5p,P45452,1
P17707_1i72,P17707,1
Q9Y233_4yqh,Q9Y233,1
Q8NB16_5knj,Q8NB16,1
P27487_3g0g,P27487,11
P02766_4hiq,P02766,1
P49336_4f6w,P49336,1
O75164_5f37,O75164,2
P0AE18_2q93,P0AE18,1
P02766_3p3r,P02766,1
P00533_5em8,P00533,1
P24941_3qtz,P24941,2
P56817_5ezz,P56817,3
P08581_3ccn,P08581,1
Q9NWZ3_6o8u,Q9NWZ3,2
P14604_1dub,P14604,1
Q13464_5bml,Q13464,2
Q839Z1_4gfn,Q839Z1,1
Q83883_5e0g,Q83883,1
P18031_2nta,P18031,11
O15075_5jzn,O15075,1
P10828_3gws,P10828,1
P24941_3s0o,P24941,2
P60472_3sh0,P60472,1
P29597_4gfo,P29597,1
Q86C09_3egt,Q86C09,4
P52333_4hvi,P52333,2
P33981_4bi1,P33981,1
P39900_3lk8,P39900,1
P02701_1avd,P02701,1
P00918_5ny1,P00918,3
P15917_5d1t,P15917,1
P31947_3t0l,P31947,3
P56817_6fgy,P56817,3
P08709_4zxx,P08709,1
P55055_5i4v,P55055,1
P03472_1f8b,P03472,5
P0A0K8_5d7c,P0A0K8,1
O14757_2ydk,O14757,2
P26663_3mf5,P26663,3
P27487_2qoe,P27487,11
P27487_2qt9,P27487,11
P00491_2oc9,P00491,1
Q9Y233_6msc,Q9Y233,1
Q08602_4gtv,Q08602,1
P00749_1sc8,P00749,3
P09960_3fuk,P09960,1
P38998_2qrk,P38998,1
P19793_5zqu,P19793,2
P07949_2ivu,P07949,1
P18654_4el9,P18654,1
P0C6X5_6fv2,P0C6X5,2
P07900_3r4o,P07900,1
P09874_5xsu,P09874,1
P53779_4w4w,P53779,1
P00797_5v8v,P00797,3
P00811_2r9x,P00811,10
P51795_2j9l,P51795,1
P50097_1me8,P50097,2
P00760_1v2o,P00760,2
P15379_4mrh,P15379,1
P02791_3f39,P02791,1
P15090_5d48,P15090,1
P56817_3l5c,P56817,3
P52333_5ttv,P52333,2
P33247_1h37,P33247,1
P03367_3bgc,P03367,2
O60885_4hxl,O60885,1
Q92793_5mpz,Q92793,2
P00918_3rz5,P00918,3
Q8WQX9_5g57,Q8WQX9,1
P52789_5hfu,P52789,2
P19491_4n07,P19491,4
Q86U86_5hrw,Q86U86,1
P24941_4bcm,P24941,3
P00533_5ug9,P00533,1
O14744_5emk,O14744,1
O60885_5lj1,O60885,1
P19491_1mqi,P19491,2
O67854_3gww,O67854,5
Q86U86_5ii2,Q86U86,1
A3N294_4r75,A3N294,1
P53634_6rne,P53634,2
O14965_4jaj,O14965,3
O60885_4o7e,O60885,1
P00883_1zaj,P00883,1
Q07820_6bw8,Q07820,1
P07333_3krl,P07333,1
P03367_2azb,P03367,1
Q9Y3Q4_4nvp,Q9Y3Q4,3
P36897_3faa,P36897,1
P04818_6pf4,P04818,2
Q92793_5i8b,Q92793,2
P61964_6pg3,P61964,2
P05164_5qj3,P05164,1
P31939_5uy8,P31939,3
P00918_5vgy,P00918,3
P42336_6gvi,P42336,7
Q01064_5uoy,Q01064,1
P56817_2vnn,P56817,3
Q02RL6_6joe,Q02RL6,2
P29597_6nzr,P29597,1
Q16539_3nnv,Q16539,4
P13995_6jib,P13995,1
P25440_4qew,P25440,2
P25098_5he1,P25098,1
Q24451_2ow7,Q24451,2
P09960_3ful,P09960,1
P15056_4ksq,P15056,2
O60674_3io7,O60674,2
P02766_5l4m,P02766,1
P24941_3r9h,P24941,2
P20701_1xdd,P20701,6
P00918_5ty8,P00918,3
Q96RI1_5q1i,Q96RI1,1
P53355_5auu,P53355,1
B1MDI3_6qrg,B1MDI3,2
P56817_3ixj,P56817,3
Q03111_6t1n,Q03111,1
P35558_1m51,P35558,1
Q9GPQ4_3b9g,Q9GPQ4,1
P18031_2qbs,P18031,11
P49435_5vjp,P49435,1
Q8TF76_5htc,Q8TF76,1
P37231_6avi,P37231,2
P47929_5h9q,P47929,1
Q13093_5jas,Q13093,1
P33981_5ap6,P33981,1
Q92905_5joh,Q92905,1
O60674_5tq5,O60674,2
P56817_3ixk,P56817,3
Q9Y233_6ke0,Q9Y233,1
P50053_5wbq,P50053,2
P18031_2bge,P18031,11
P52732_2gm1,P52732,3
O14965_2wtw,O14965,3
P28523_1m2q,P28523,1
P11838_1ent,P11838,5
P28482_4qta,P28482,4
P03367_2pym,P03367,2
O96013_4o0v,O96013,1
P00811_4okp,P00811,1
P31939_5uz0,P31939,5
P11309_3cy2,P11309,1
P0A6I6_6cco,P0A6I6,1
Q08499_6njj,Q08499,3
P00953_2ov4,P00953,1
P33981_3vqu,P33981,1
P08581_3q6w,P08581,1
C3W5S0_5wfz,C3W5S0,2
O76074_4oex,O76074,2
P29375_6bh0,P29375,1
P00742_3q3k,P00742,2
P17050_4do4,P17050,3
P18031_2cni,P18031,11
P28482_6g9n,P28482,4
A4YGX6_6abx,A4YGX6,1
Q9Z2X8_5fnu,Q9Z2X8,1
P24941_2vti,P24941,3
O00255_5db0,O00255,3
P09955_2pj4,P09955,1
Q13464_4yve,Q13464,2
P14735_6mq3,P14735,2
P9WPQ5_6cvv,P9WPQ5,2
Q396C9_3jup,Q396C9,2
P01112_1clu,P01112,4
Q9NYY3_4i5m,Q9NYY3,1
Q17U16_5wii,Q17U16,1
P61964_6das,P61964,2
P22102_4zyz,P22102,1
P12931_1o46,P12931,2
Q05127_4ibk,Q05127,1
Q9F663_6b1x,Q9F663,3
P27487_2fjp,P27487,11
P00746_6ftz,P00746,2
P00811_1l2s,P00811,1
Q02750_3v01,Q02750,1
P08235_5l7g,P08235,1
P31939_1pkx,P31939,4
P21836_2ha2,P21836,4
P56817_3l5f,P56817,3
P15090_5d47,P15090,1
P55072_3hu3,P55072,2
Q4QC75_4uxj,Q4QC75,1
P62993_1cj1,P62993,4
D0MI02_2y4m,D0MI02,1
P49773_6n3v,P49773,2
P08069_5fxs,P08069,1
P52333_4hvg,P52333,2
P15090_1tow,P15090,1
O60885_5d3n,O60885,1
O96935_4zx3,O96935,1
P00918_4pzh,P00918,3
A4TVL0_6r1w,A4TVL0,1
P42336_5swg,P42336,1
Q9UIF8_5e73,Q9UIF8,1
O14965_2j4z,O14965,3
P43490_4o13,P43490,2
P01116_6p8x,P01116,1
P00918_1oq5,P00918,3
P00772_1eld,P00772,1
P00517_2uw3,P00517,1
P09960_3fuh,P09960,1
P08254_1g05,P08254,1
P0AD64_4mbf,P0AD64,2
P07900_3rlq,P07900,1
P56817_2wf1,P56817,3
P00797_4gjc,P00797,3
P78417_6mhd,P78417,1
P18031_2vew,P18031,11
P00519_3qrk,P00519,5
Q04609_4p4j,Q04609,5
Q08499_1oyn,Q08499,3
P20701_1cqp,P20701,6
P00797_4gja,P00797,3
P23470_3qcl,P23470,1
P00918_3s9t,P00918,3
P24182_3jzf,P24182,2
P55072_4kod,P55072,2
P49336_4f7l,P49336,1
P13956_1qan,P13956,1
Q96PN6_4oym,Q96PN6,1
P33981_5ei8,P33981,1
B1MDI3_6qqz,B1MDI3,2
P04587_2f8g,P04587,1
Q9T0I8_2qtt,Q9T0I8,1
P18654_3ubd,P18654,1
Q8IKG4_4y67,Q8IKG4,1
Q9H2K2_5aku,Q9H2K2,2
P44542_6h75,P44542,1
P42336_6pys,P42336,7
O43175_6rj2,O43175,1
O14684_5bqi,O14684,1
O75164_4ura,O75164,2
P28482_5nhh,P28482,4
P52293_4u5l,P52293,2
O75164_5f3i,O75164,2
Q9UGN5_4tvj,Q9UGN5,1
P56817_4i0d,P56817,3
P56817_6ej2,P56817,3
Q9FD73_4dpu,Q9FD73,1
G0S8G9_4ncn,G0S8G9,1
P15056_4xv9,P15056,2
P00760_5lh4,P00760,2
P58687_4gui,P58687,1
P35968_3vhe,P35968,1
Q6PL18_5a81,Q6PL18,5
P00929_2cli,P00929,1
O60502_5un9,O60502,3
O15530_3qd0,O15530,4
P53355_5auz,P53355,1
O75164_2ybk,O75164,2
Q9NZJ5_4x7l,Q9NZJ5,1
P9WNS5_5ect,P9WNS5,1
P15328_5izq,P15328,2
Q980A5_4rd6,Q980A5,2
P06213_3ekn,P06213,2
P02766_1bm7,P02766,1
P48730_4twc,P48730,2
P00742_2g00,P00742,2
Q07010_5kap,Q07010,1
P02768_1hk1,P02768,8
P49841_5kpk,P49841,2
Q12314_5h5f,Q12314,1
P07900_2yk9,P07900,1
O96935_6ee4,O96935,1
P14900_2vtd,P14900,1
Q5SID9_1odj,Q5SID9,2
P42336_4l23,P42336,7
Q05823_4g8l,Q05823,1
G4CRQ5_5l26,G4CRQ5,2
P34913_5akh,P34913,1
Q9ZMY2_4wko,Q9ZMY2,1
P48825_4iid,P48825,4
O43924_5ml4,O43924,1
P35247_2ggu,P35247,1
O32393_1wc6,O32393,1
P00492_3gep,P00492,1
P53779_2exc,P53779,1
Q9Y233_5c1w,Q9Y233,1
P04587_2bpx,P04587,1
P09960_3b7u,P09960,1
C6KP13_6g01,C6KP13,3
Q07820_6b4u,Q07820,1
P00533_6s9c,P00533,1
Q8RLA6_5vfd,Q8RLA6,1
P09960_3fu3,P09960,1
P18031_5ka7,P18031,11
P08254_1g49,P08254,1
P00489_3l7a,P00489,4
P00749_5za8,P00749,3
P22887_1mn9,P22887,1
P00517_2uw4,P00517,1
Q9Y5P4_5zyl,Q9Y5P4,1
P56817_4r92,P56817,3
P07900_5lny,P07900,1
Q06187_6nfh,Q06187,2
P00489_3t3g,P00489,4
Q99683_3vw6,Q99683,1
Q14289_4h1m,Q14289,1
P36897_3hmm,P36897,1
P00797_2bks,P00797,2
P24941_3r9n,P24941,2
Q8N1Q1_4qjp,Q8N1Q1,1
Q9UHI8_3q2g,Q9UHI8,1
C8BD48_5kqy,C8BD48,1
Q13490_4hy5,Q13490,1
P09467_3a29,P09467,2
P24941_5l2w,P24941,3
P07900_4fcq,P07900,1
Q6XEC0_5qaj,Q6XEC0,1
Q14680_4d2p,Q14680,2
P00533_5j9y,P00533,1
O00408_5u7j,O00408,1
Q9QYJ6_3qpp,Q9QYJ6,1
Q460N3_6ek3,Q460N3,1
P0AES7_6f96,P0AES7,1
Q9C0B1_6aej,Q9C0B1,1
P00918_3oku,P00918,3
P42336_5sxk,P42336,7
P03372_1a52,P03372,1
P42336_6gvf,P42336,7
P00749_5zae,P00749,3
Q6XEC0_5qaw,Q6XEC0,1
P31751_2xh5,P31751,1
P33316_2hqu,P33316,3
Q9HYN5_2jdn,Q9HYN5,1
P44539_1f74,P44539,1
P45452_3tvc,P45452,1
P56817_4ke0,P56817,3
P00760_1gbt,P00760,2
P07900_4xip,P07900,1
P33981_5ap5,P33981,1
P04278_1lhu,P04278,1
P35963_1k6c,P35963,1
P54645_6e4t,P54645,2
P00918_3s73,P00918,9
P26662_4ktc,P26662,1
P00517_3zo1,P00517,1
P61006_4lhv,P61006,1
P56817_4x7i,P56817,3
Q8WWQ0_5enc,Q8WWQ0,2
P00742_2vwo,P00742,2
P22455_6iup,P22455,1
Q90K99_3o9a,Q90K99,1
Q16875_6hvh,Q16875,2
O60885_6hdq,O60885,1
Q9L1K2_4u2y,Q9L1K2,1
P00533_5cas,P00533,1
Q83883_5e0h,Q83883,1
Q16644_3fxw,Q16644,1
Q13451_4drk,Q13451,1
P28523_4dgm,P28523,1
P00918_6h29,P00918,3
P04587_2avo,P04587,1
P00533_5gnk,P00533,1
P03314_3evf,P03314,2
P04746_1xd0,P04746,1
P00742_3cs7,P00742,2
P14735_4nxo,P14735,2
Q07820_6udx,Q07820,1
O00329_5vlr,O00329,1
P25440_6k04,P25440,2
P00489_1z6q,P00489,1
P31345_4p1u,P31345,2
A6QHR2_1jij,A6QHR2,1
P04626_3pp0,P04626,1
Q99683_5v24,Q99683,1
P27487_1rwq,P27487,11
P00742_2w3k,P00742,2
P32019_5a7i,P32019,1
P52789_5hex,P52789,2
Q92731_2jj3,Q92731,2
P00720_4w57,P00720,1
P30305_4wh9,P30305,1
P04191_5a3q,P04191,3
Q9UM73_4cli,Q9UM73,1
P07900_6ey8,P07900,1
P00797_2v16,P00797,2
P03472_2qwg,P03472,5
P36639_5anu,P36639,1
P21836_4btl,P21836,4
Q00944_2jkq,Q00944,1
Q9Y5Y6_4jzi,Q9Y5Y6,1
Q90K99_3o9g,Q90K99,1
P24941_2r3l,P24941,2
P00722_3t0b,P00722,1
Q13451_4drp,Q13451,1
P08235_6gg8,P08235,1
Q9Y233_5c29,Q9Y233,1
P43166_6h38,P43166,1
Q16539_6anl,Q16539,4
O60885_5d3t,O60885,1
O35904_5t2i,O35904,1
P10721_6kla,P10721,1
P56817_5i3x,P56817,3
Q14680_4d2w,Q14680,2
P06730_4dt6,P06730,3
P43405_4i0t,P43405,1
P00760_3rxf,P00760,2
Q00955_3h0q,Q00955,5
Q6P988_6r8p,Q6P988,1
Q03111_6t1i,Q03111,1
Q00972_3tz2,Q00972,3
Q16539_1w84,Q16539,4
P63279_5f6v,P63279,1
P15917_4wf6,P15917,1
P00918_5flt,P00918,3
P04035_3cdb,P04035,2
Q00987_6q96,Q00987,2
Q9F663_6d16,Q9F663,3
P00491_1pwy,P00491,1
Q16539_4eh7,Q16539,4
O92972_3hky,O92972,3
P52699_4c1f,P52699,1
O14744_5emm,O14744,1
Q07820_6qfq,Q07820,1
P04818_3hb8,P04818,3
P00749_2vio,P00749,3
P26663_4mk7,P26663,3
P22505_2o9r,P22505,1
P55201_5o4t,P55201,1
Q9BRR9_2p0d,Q9BRR9,1
O96935_4zw5,O96935,1
P21836_1q83,P21836,4
O94925_5jyp,O94925,1
Q8IL11_3kr4,Q8IL11,1
P19491_1m5c,P19491,2
P36639_5nhy,P36639,1
P54760_6fni,P54760,1
P22734_5k05,P22734,5
P00489_2qrg,P00489,4
P28720_3s1g,P28720,3
P93836_1tfz,P93836,1
P56817_2qzk,P56817,3
P00915_4wr7,P00915,1
P35968_3b8r,P35968,1
P00918_6gxb,P00918,3
Q16875_6iby,Q16875,2
P40506_6ai9,P40506,1
P0ACC7_3twd,P0ACC7,1
P00533_3w2s,P00533,1
P54645_6e4w,P54645,2
P56817_6e3z,P56817,3
P71278_1h61,P71278,1
P00436_3pce,P00436,3
Q90K99_3o9f,Q90K99,1
P48736_3qaq,P48736,1
P24941_2xnb,P24941,2
O96017_4a9s,O96017,1
P24941_2r3k,P24941,2
P00918_3sbi,P00918,3
P56817_2vj6,P56817,3
P00797_3sfc,P00797,3
P00720_4i7p,P00720,1
P00489_3s0j,P00489,4
Q01469_1b56,Q01469,1
P09960_3fu6,P09960,1
Q13822_4zg7,Q13822,1
P08235_5mwy,P08235,1
Q16539_3zya,Q16539,4
Q00987_5j7g,Q00987,2
P62937_6gjj,P62937,3
P08191_5muc,P08191,1
O75164_5f32,O75164,2
O38732_2psv,O38732,1
Q9H2K2_4uvx,Q9H2K2,2
P18031_1g7g,P18031,11
P43490_4jr5,P43490,2
P06935_3e90,P06935,1
P56817_5dqc,P56817,3
P02766_3kgu,P02766,1
P00533_5hg8,P00533,1
P49841_4ach,P49841,2
P03366_1sbg,P03366,1
P03314_3evc,P03314,2
P08581_4gg5,P08581,1
Q16539_3bx5,Q16539,4
P00918_6h33,P00918,3
Q95WL3_4e1e,Q95WL3,1
P14207_4kn0,P14207,1
P06276_6qae,P06276,12
P39900_4efs,P39900,1
P22894_5h8x,P22894,2
P00797_2iku,P00797,2
